id,event_type,latitude,longitude,address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,description,veh_type,veh_no,corridor,priority,client_id,police_station,zone,junction,day_of_week,day_name,hour,minute,month,month_name,date,week_of_year,year,week_id,hour_ist,time_bucket,time_bucket_ist,is_named_corridor,cause_severity,corridor_id,event_cause_id,zone_id,veh_type_id,time_bucket_ist_id,time_bucket_id,risk_weight,weeks_present,recurrence_score
FKID006059,unplanned,12.9713543,77.6194707,"Trinity Church Road, Trinity Circle, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,2023-11-19 03:03:06.708000+00:00,,closed,yes,,private_car,FKN00GL2992,Old Madras Road,High,1,Halasur,Central Zone 1,TrinityCircle,6.0,Sunday,3.0,3.0,11.0,November,2023-11-19,46,2023,46_2023,8,midnight,early_morning,1,1.0,18,11,0,7,1,1,1.5,6.0,0.2609
FKID006060,unplanned,12.955904,77.7172765,"HAL Airport Road, Spectra Cypress, Thubarahalli, Bengaluru, Karnataka. Pin-560066 (India)",vehicle_breakdown,False,2023-11-19 04:39:44.397000+00:00,,closed,no,Engin problem ready to 30 minutes,private_car,FKN00GL2993,Varthur Road,High,1,Whitefield,East Zone 1,KundanahalliGateJunc,6.0,Sunday,4.0,39.0,11.0,November,2023-11-19,46,2023,46_2023,10,midnight,morning,1,1.0,20,11,2,7,4,4,1.5,3.0,0.1304
FKID006061,unplanned,12.9075832,77.6282825,"Hosur Road, Vivekananda Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",vehicle_breakdown,False,2023-11-19 04:44:16.765000+00:00,,closed,no,Joint Cut Bommanahalli towards city [LOCATION] bus off road sir,bmtc_bus,FKN00GL2994,Hosur Road,High,1,Madiwala,South Zone 2,Bommanahalli,6.0,Sunday,4.0,44.0,11.0,November,2023-11-19,46,2023,46_2023,10,midnight,morning,1,1.0,7,11,7,1,4,4,1.5,3.0,0.1304
FKID006062,unplanned,12.9641281,77.5814045,"Silver Jubilee Park Road, Gollarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",vehicle_breakdown,False,2023-11-19 05:33:46.018000+00:00,,closed,yes,Market towards Town hall sir,bmtc_bus,FKN00GL2995,Mysore Road,High,1,Halasuru Gate,Central Zone 2,ShivajiTalkiesJunc,6.0,Sunday,5.0,33.0,11.0,November,2023-11-19,46,2023,46_2023,11,early_morning,morning,1,1.0,10,11,1,1,4,4,1.5,15.0,0.6522
FKID006063,unplanned,12.9169267,77.5839617,"46th Cross Road, Sri Aurobindo Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",vehicle_breakdown,True,2023-11-19 05:58:21.291000+00:00,,closed,yes,Strating problem,private_bus,FKN00GL2996,Non-corridor,Low,1,J.P. Nagar,South Zone 1,Arbindo Circle,6.0,Sunday,5.0,58.0,11.0,November,2023-11-19,46,2023,46_2023,11,early_morning,morning,0,1.0,11,11,6,6,4,4,1.0,22.0,0.9565
FKID006064,unplanned,12.9610467,77.5272883,"4th Main Road, Sri Basaveshwara HBCS, Phase 1, Chandra Layout Stage 2, Bengaluru, Karnataka. Pin-560040 (India)",vehicle_breakdown,False,2023-11-19 09:04:55.196000+00:00,,closed,yes,ಓಲ್ಡ್ ಹೈ ಗ್ರೌಂಡ್ -ದಿಂದ -B02..juction ಕಡೆಗೆ [PERSON] BUS starting problem ಆಗಿ ಆಫ್ ರೋಡ್ ಆಗಿದ್ದು.. ರಸ್ತೆ ಬದಿಯಲ್ಲಿ ಇರುವದರಿಂದ ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ತೊಂದರೆ ಇರುವುದಿಲ್ಲ (B10) [LOCATION] ಪಾಸ್ ಹತ್ತಿರ ),bmtc_bus,FKN00GL2997,Bellary Road 1,High,1,High ground,West Zone 2,ChandraLayoutJunc-nearWaterTank,6.0,Sunday,9.0,4.0,11.0,November,2023-11-19,46,2023,46_2023,14,morning,afternoon,1,1.0,2,11,10,1,0,0,1.5,7.0,0.3043
FKID006065,unplanned,12.9166927,77.6235665,"Silk Board Double Decker Flyover, Silk Board Junction, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",construction,True,2023-11-19 12:27:04.774000+00:00,,active,yes,5th main HSR to RupenAgrahara service road close at [LOCATION] work,unknown,,ORR East 1,High,1,HSR Layout,South Zone 2,SilkBoardJunc,6.0,Sunday,12.0,27.0,11.0,November,2023-11-19,46,2023,46_2023,17,morning,evening,1,1.5,12,2,7,10,2,2,1.5,2.0,0.087
FKID006066,unplanned,12.9166202,77.6236125,"Silk Board Double Decker Flyover, Silk Board Junction, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",construction,True,2023-11-19 12:32:16.137000+00:00,,active,yes,HSR 5th main to RupenAgrahara service road closed at [LOCATION] work,unknown,,ORR East 1,High,1,HSR Layout,South Zone 2,SilkBoardJunc,6.0,Sunday,12.0,32.0,11.0,November,2023-11-19,46,2023,46_2023,18,morning,evening,1,1.5,12,2,7,10,2,2,1.5,2.0,0.087
FKID006067,unplanned,12.9879048,77.7338598,"Whitefield Road, Sadaramangala Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",vehicle_breakdown,False,2023-11-19 18:45:33.601000+00:00,,closed,yes,Start starting problem,heavy_vehicle,FKN00GL2998,Non-corridor,Low,1,Mahadevapura,East Zone 1,BigBazaar(Whitefield)Junc,6.0,Sunday,18.0,45.0,11.0,November,2023-11-19,46,2023,46_2023,0,evening,midnight,0,1.0,11,11,2,2,3,3,1.0,22.0,0.9565
FKID006068,unplanned,13.0165143,77.5615383,"CV Raman Road, SBD Township Sector B, BHEL Township, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",vehicle_breakdown,False,2023-11-19 19:15:08.738000+00:00,,closed,yes,ಮತ್ತಿಕೆರೆ ಕ್ರಾಸ್ ಹತ್ತಿರ Lgv ವಾಹನ ಬ್ಯಾಟರಿ ಸಮಸ್ಯೆ [LOCATION] ಆಗುತ್ತಿಲ್ಲ ಸರ್.,lcv,FKN00GL2999,Tumkur Road,High,1,Yeshwanthpura,West Zone 2,MS RamaiahJunc(TollGate),6.0,Sunday,19.0,15.0,11.0,November,2023-11-19,46,2023,46_2023,0,evening,midnight,1,1.0,19,11,10,4,3,3,1.5,13.0,0.5652
FKID006069,unplanned,12.955154,77.5856293,"Lalbagh Main Road, Dr Sri Shantaveera Swami Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",vehicle_breakdown,False,2023-11-19 19:52:57.691000+00:00,,closed,yes,...,bmtc_bus,FKN00GL3000,Non-corridor,Low,1,Wilson Garden,Central Zone 2,UrvashiJunction,6.0,Sunday,19.0,52.0,11.0,November,2023-11-19,46,2023,46_2023,1,evening,midnight,0,1.0,11,11,1,1,3,3,1.0,22.0,0.9565
FKID006070,unplanned,12.957596,77.5187665,"Gnana Bharathi Road, Manasa Layout, Nagarbhavi, Bengaluru, Karnataka. Pin-560072 (India)",vehicle_breakdown,False,2023-11-19 20:04:03.685000+00:00,,closed,yes,"Wheel baring cut, traffic no problem",heavy_vehicle,FKN00GL3001,Non-corridor,Low,1,Byatarayanapura,West Zone 1,Nagarbhavi,6.0,Sunday,20.0,4.0,11.0,November,2023-11-19,46,2023,46_2023,1,evening,midnight,0,1.0,11,11,9,2,3,3,1.0,22.0,0.9565
FKID006071,unplanned,13.0456023,77.5639625,"Outer Ring Road, Narasimhaiah Layout, Block 4, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",vehicle_breakdown,False,2023-11-19 20:29:41.862000+00:00,,closed,yes,Hgv offroad near [LOCATION] railway bridge  towards gg palya sir traffic no problem sir,heavy_vehicle,FKN00GL3002,ORR North 2,High,1,Jalahalli,North Zone 1,KuvempuCircle,6.0,Sunday,20.0,29.0,11.0,November,2023-11-19,46,2023,46_2023,1,evening,midnight,1,1.0,15,11,4,2,3,3,1.5,7.0,0.3043
FKID006072,unplanned,13.0807267,77.5932829,"Bellary Road, Yelahanka Bypass Junction, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",vehicle_breakdown,False,2023-11-19 20:58:06.516000+00:00,,closed,no,Due to empty fuel traffic movement normal sir,private_bus,FKN00GL3003,Bellary Road 2,High,1,Yelahanka,North Zone 1,YelhankaBypass,6.0,Sunday,20.0,58.0,11.0,November,2023-11-19,46,2023,46_2023,2,evening,midnight,1,1.0,3,11,4,6,3,3,1.5,7.0,0.3043
FKID006073,unplanned,13.063775,77.5935833,"Bellary Road, Renaissance Prospero Apartment, Kashi Nagar, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",vehicle_breakdown,False,2023-11-19 22:33:03.054000+00:00,,closed,yes,Back tyre puncher,heavy_vehicle,FKN00GL3004,Bellary Road 2,High,1,Hebbala,North Zone 1,Batrayanapura(Amrutahalli)Junction,6.0,Sunday,22.0,33.0,11.0,November,2023-11-19,46,2023,46_2023,4,night,midnight,1,1.0,3,11,4,2,3,3,1.5,7.0,0.3043
FKID006074,planned,12.9164396,77.6113131,"Outer Ring Road, MHBCS Layout, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560029 (India)",construction,False,2023-11-19 22:50:31.590000+00:00,2023-11-19 12:05:46+00:00,closed,yes,BWSSB WORK  IN PROGRESS,unknown,,Non-corridor,Low,1,Mico Layout,South Zone 2,BTM16thMain-ORR Junc,6.0,Sunday,22.0,50.0,11.0,November,2023-11-19,46,2023,46_2023,4,night,midnight,0,1.5,11,2,7,10,3,3,1.0,22.0,0.9565
FKID006075,unplanned,12.96857558,77.64158349,"13th Main Road, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",construction,True,2023-11-19 23:36:49.238000+00:00,2023-11-20 00:50:54+00:00,closed,yes,Road work,unknown,,IRR(Thanisandra road),High,1,Jeevanbheemanagar,Central Zone 1,Indiranasgar13thMainJunc,6.0,Sunday,23.0,36.0,11.0,November,2023-11-19,46,2023,46_2023,5,night,early_morning,1,1.5,8,2,0,10,1,1,1.5,2.0,0.087
FKID006076,unplanned,12.9546171,77.5442979,"Mysore Road, Bengaluru Body Builders Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,2023-11-20 00:29:18.079000+00:00,,closed,yes,Starting problem,bmtc_bus,FKN00GL0732,Mysore Road,High,1,Byatarayanapura,West Zone 2,SatteliteBusStandJunc,0.0,Monday,0.0,29.0,11.0,November,2023-11-20,47,2023,47_2023,5,midnight,early_morning,1,1.0,10,11,10,1,1,1,1.5,14.0,0.6087
FKID006077,unplanned,12.9439816,77.5679382,"Bull Temple Road, Sunkenahalli, Gavipuram Extension, Bengaluru, Karnataka. Pin-560004 (India)",vehicle_breakdown,False,2023-11-20 19:53:38.164000+00:00,,closed,yes,Vehicle off road..,bmtc_bus,FKN00GL0009,Non-corridor,Low,1,Basavanagudi,Central Zone 2,HalliThindi,0.0,Monday,19.0,53.0,11.0,November,2023-11-20,47,2023,47_2023,1,evening,midnight,0,1.0,11,11,1,1,3,3,1.0,21.0,0.913
FKID006078,unplanned,13.0145669,77.58389955,"Sri Ramana Maharshi Road, Enayathulla Mehkri Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",vehicle_breakdown,False,2023-11-20 01:12:25.593000+00:00,,closed,yes,Vehicle breakdown due to empty fuel at stock 15 service road (incoming ),truck,FKN00GL3005,Bellary Road 1,High,1,Sadashivanagar,West Zone 2,MekhriCircle,0.0,Monday,1.0,12.0,11.0,November,2023-11-20,47,2023,47_2023,6,midnight,early_morning,1,1.0,2,11,10,9,1,1,1.5,13.0,0.5652
FKID006079,unplanned,13.0300667,77.536945,"Dr Rajkumar Puniya Bhoomi Road, Gorguntepalya Junction, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",vehicle_breakdown,False,2023-11-20 02:21:39.868000+00:00,,closed,yes,Car off [LOCATION] road towards cmti starting problem trafic one side movement sir,private_car,FKN00GL3006,Tumkur Road,High,1,Yeshwanthpura,West Zone 1,GokuldasImagesJunc,0.0,Monday,2.0,21.0,11.0,November,2023-11-20,47,2023,47_2023,7,midnight,early_morning,1,1.0,19,11,9,7,1,1,1.5,11.0,0.4783
FKID006080,unplanned,12.9539511,77.5854439,"Lalbagh Fort Road, Lalbagh Main Gate Junction, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",others,False,2023-11-20 03:14:14.911000+00:00,,closed,no,Vehicle starting problem,unknown,,Non-corridor,Low,1,Wilson Garden,Central Zone 2,LalbaghMainGateJunc,0.0,Monday,3.0,14.0,11.0,November,2023-11-20,47,2023,47_2023,8,midnight,early_morning,0,0.8,11,4,1,10,1,1,1.0,22.0,0.9565
FKID006081,unplanned,12.9703833,77.605025,"Museum Road, Professor Asirvadam Circle, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",vehicle_breakdown,False,2023-11-20 04:05:33.108000+00:00,,closed,yes,Break down,private_car,FKN00GL3007,Mysore Road,High,1,Ashok Nagar,Central Zone 1,AshirwadamCircle,0.0,Monday,4.0,5.0,11.0,November,2023-11-20,47,2023,47_2023,9,midnight,morning,1,1.0,10,11,0,7,4,4,1.5,10.0,0.4348
FKID006082,unplanned,13.010081,77.6974059,"MBT Road, YSM Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",vehicle_breakdown,False,2023-11-20 05:59:17.087000+00:00,,closed,yes,Vehicle breakdown,private_bus,FKN00GL3008,Non-corridor,Low,1,K.R. Pura,East Zone 2,Devasandra(k r puram),0.0,Monday,5.0,59.0,11.0,November,2023-11-20,47,2023,47_2023,11,early_morning,morning,0,1.0,11,11,3,6,4,4,1.0,19.0,0.8261
FKID006083,unplanned,12.955625,77.5857017,"Lalbagh Main Road, Dr Sri Shantaveera Swami Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",vehicle_breakdown,False,2023-11-20 09:15:15.745000+00:00,,closed,no,,bmtc_bus,FKN00GL3009,Non-corridor,Low,1,Wilson Garden,Central Zone 2,UrvashiJunction,0.0,Monday,9.0,15.0,11.0,November,2023-11-20,47,2023,47_2023,14,morning,afternoon,0,1.0,11,11,1,1,0,0,1.0,13.0,0.5652
FKID006084,unplanned,13.0953387,77.5974602,"Bellary Road, Concorde Mayfair, KHB Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",vehicle_breakdown,False,2023-11-20 12:09:10.346000+00:00,,closed,yes,Traffic movement normal sir,heavy_vehicle,FKN00GL3010,Bellary Road 2,High,1,Yelahanka,North Zone 2,SantheCircle,0.0,Monday,12.0,9.0,11.0,November,2023-11-20,47,2023,47_2023,17,morning,evening,1,1.0,3,11,5,2,2,2,1.5,3.0,0.1304
FKID006085,unplanned,12.9194436,77.6214189,"Hosur Road, Central Silk Board Staff Quarters, Dollar Scheme Colony, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560068 (India)",others,False,2023-11-20 13:05:54.666000+00:00,,closed,yes,Hosur main road nea silk board uppar ramp [LOCATION] working sir....  [LOCATION] main road (silk board  ) closed sir,unknown,,Hosur Road,High,1,Madiwala,South Zone 2,SilkBoardJunc,0.0,Monday,13.0,5.0,11.0,November,2023-11-20,47,2023,47_2023,18,afternoon,evening,1,0.8,7,4,7,10,2,2,1.5,1.0,0.0435
FKID006086,unplanned,13.0100354,77.6973682,"MBT Road, YSM Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",vehicle_breakdown,False,2023-11-20 18:37:39.936000+00:00,,closed,yes,Near grt tc palya towards city gear box problem,private_bus,FKN00GL3008,Non-corridor,Low,1,K.R. Pura,East Zone 2,Devasandra(k r puram),0.0,Monday,18.0,37.0,11.0,November,2023-11-20,47,2023,47_2023,0,evening,midnight,0,1.0,11,11,3,6,3,3,1.0,21.0,0.913
FKID006087,unplanned,13.0084993,77.6956301,"Kumbar Street, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",vehicle_breakdown,False,2023-11-20 18:54:12.932000+00:00,,closed,yes,Off road near [LOCATION] market towards city starting problem,heavy_vehicle,FKN00GL3011,Non-corridor,Low,1,K.R. Pura,East Zone 2,Devasandra(k r puram),0.0,Monday,18.0,54.0,11.0,November,2023-11-20,47,2023,47_2023,0,evening,midnight,0,1.0,11,11,3,2,3,3,1.0,21.0,0.913
FKID006088,unplanned,12.986725,77.647919,"Suranjan Das Road, Byappanahalli Junction, Baiyappanahalli, Bengaluru, Karnataka. Pin-560038 (India)",vehicle_breakdown,False,2023-11-20 19:19:13.041000+00:00,,closed,yes,Traffic movement normal,bmtc_bus,FKN00GL3012,Old Madras Road,High,1,Jeevanbheemanagar,Central Zone 1,OldMadrasRd-NGEF Junc,0.0,Monday,19.0,19.0,11.0,November,2023-11-20,47,2023,47_2023,0,evening,midnight,1,1.0,18,11,0,1,3,3,1.5,11.0,0.4783
FKID006089,unplanned,12.9172794,77.6229835,"Outer Ring Road, Silk Board Junction, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",road_conditions,False,2023-11-20 19:29:14.886000+00:00,,active,yes,ಸಿಲ್ಕ್ ಬೋರ್ಡ್ ಜಂಕ್ಷನ್ ನಲ್ಲಿ ಮೆಟ್ರೋ ವರ್ಕ್ ನಡೆಯುತ್ತಿರುವುದರಿಂದ ಟ್ರಾಫಿಕ್ ಸ್ಲೋ ಮೊಮೆಂಟ್ ಇರುತ್ತೆ ಸರ್,unknown,,ORR East 1,High,1,HSR Layout,South Zone 2,SilkBoardJunc,0.0,Monday,19.0,29.0,11.0,November,2023-11-20,47,2023,47_2023,0,evening,midnight,1,1.1,12,9,7,10,3,3,1.5,12.0,0.5217
FKID006090,unplanned,12.8894184,77.6398013,"Electronics City Flyover, AM Industrial Estate, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",others,False,2023-11-20 19:44:28.910000+00:00,,active,yes,Lgv tire puncher sir vehicle mooving normal sir,unknown,,Hosur Road,High,1,HSR Layout,South Zone 2,Kudlu Gate Junc,0.0,Monday,19.0,44.0,11.0,November,2023-11-20,47,2023,47_2023,1,evening,midnight,1,0.8,7,4,7,10,3,3,1.5,9.0,0.3913
FKID006091,planned,13.0401786,77.624334,"MBT Road, Nagawara Junction, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",construction,False,2023-11-20 19:32:14.524000+00:00,2023-11-20 23:11:46+00:00,closed,yes,ಮೆಟ್ರೋ ವರ್ಕ್ ಸ್ಲೋ ಮೂವ್ಮೆಂಟ್ sir,unknown,,Hennur Main Road,High,1,Hennuru,North Zone 1,Nagavara-ORR Junction,0.0,Monday,19.0,32.0,11.0,November,2023-11-20,47,2023,47_2023,1,evening,midnight,1,1.5,6,2,4,10,3,3,1.5,5.0,0.2174
FKID006092,unplanned,13.0379445,77.6261925,"MBT Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",others,False,2023-11-20 20:14:03.317000+00:00,,active,yes,ವೆಹಿಕಲ್ ಮೂವಿಂಗ್ ಸ್ಲೋ,unknown,,ORR North 1,High,1,Hennuru,North Zone 1,Nagavara-ORR Junction,0.0,Monday,20.0,14.0,11.0,November,2023-11-20,47,2023,47_2023,1,evening,midnight,1,0.8,14,4,4,10,3,3,1.5,9.0,0.3913
FKID006093,unplanned,12.9510507,77.5373979,"West of Chord Road, Bhel Circle, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,2023-11-20 20:20:51.428000+00:00,,closed,yes,"Due to engine problem bus break down near deepanjalinagara, [LOCATION] traffic ps limits, it will taken3 mnts to remove from here",bmtc_bus,FKN00GL3013,West of Chord Road,High,1,Byatarayanapura,West Zone 2,KIMCO Junction,0.0,Monday,20.0,20.0,11.0,November,2023-11-20,47,2023,47_2023,1,evening,midnight,1,1.0,21,11,10,1,3,3,1.5,8.0,0.3478
FKID006094,unplanned,12.9380373,77.5213201,"Mysore Road, BWSSB Quarters, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",vehicle_breakdown,False,2023-11-20 20:29:10.879000+00:00,,closed,yes,Vehicle is side traffic no problem,heavy_vehicle,FKN00GL3014,Mysore Road,High,1,Byatarayanapura,West Zone 1,RajeshwariJunc,0.0,Monday,20.0,29.0,11.0,November,2023-11-20,47,2023,47_2023,1,evening,midnight,1,1.0,10,11,9,2,3,3,1.5,16.0,0.6957
FKID006095,unplanned,12.8999462,77.6009093,"Bannerghatta Main Road, Bilekahalli Layout, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)",road_conditions,False,2023-11-20 20:56:38.371000+00:00,,closed,yes,Bad road condition in [LOCATION] bus stop due to pot hole got open so traffic moving slowly from hsbc to [LOCATION] junction sir,unknown,,Bannerghata Road,High,1,Mico Layout,South Zone 2,BilekahalliJunc,0.0,Monday,20.0,56.0,11.0,November,2023-11-20,47,2023,47_2023,2,evening,midnight,1,1.1,1,9,7,10,3,3,1.5,9.0,0.3913
FKID006096,unplanned,13.0299607,77.5384933,"Mumbai Bengaluru Highway, Godrej Tiara, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",vehicle_breakdown,False,2023-11-20 21:10:24.447000+00:00,,closed,yes,Starting problem near Airforce gate CMTI junction towards goraguntepalya traffic no problem sir,ksrtc_bus,FKN00GL3015,Tumkur Road,High,1,Yeshwanthpura,West Zone 1,GokuldasImagesJunc,0.0,Monday,21.0,10.0,11.0,November,2023-11-20,47,2023,47_2023,2,night,midnight,1,1.0,19,11,9,3,3,3,1.5,13.0,0.5652
FKID006097,unplanned,12.9077387,77.5857106,"24th Main Road, Jeevan Surabhi Flats, Jeevan Sathi Colony, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)",vehicle_breakdown,False,2023-11-20 21:31:51.866000+00:00,,closed,yes,[PERSON] sir vehicle slowly moving 15 th cross signal trds R V Dental junction Due to car off road,private_car,FKN00GL3016,ORR West 1,High,1,J.P. Nagar,South Zone 1,JP Nagar 15th cross junction,0.0,Monday,21.0,31.0,11.0,November,2023-11-20,47,2023,47_2023,3,night,midnight,1,1.0,16,11,6,7,3,3,1.5,10.0,0.4348
FKID006098,unplanned,12.8842796,77.5967679,"BDA 80 Feet Road, Syndicate Bank Colony, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",pot_holes,False,2023-11-20 21:44:58.456000+00:00,,active,yes,,unknown,,Bannerghata Road,High,1,Hulimavu,South Zone 2,HulimaveRd-BanneraghattaRdJunc,0.0,Monday,21.0,44.0,11.0,November,2023-11-20,47,2023,47_2023,3,night,midnight,1,1.0,1,5,7,10,3,3,1.5,9.0,0.3913
FKID006099,unplanned,12.8842891,77.5965371,"BDA 80 Feet Road, Syndicate Bank Colony, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",pot_holes,False,2023-11-20 21:46:56.143000+00:00,,active,yes,,unknown,,Bannerghata Road,High,1,Hulimavu,South Zone 2,HulimaveRd-BanneraghattaRdJunc,0.0,Monday,21.0,46.0,11.0,November,2023-11-20,47,2023,47_2023,3,night,midnight,1,1.0,1,5,7,10,3,3,1.5,9.0,0.3913
FKID006100,unplanned,13.0416746,77.6224826,"4th Cross Road, SLV Spring Field Apartment, MSR North City, Nagavara, Bengaluru, Karnataka. Pin-560077 (India)",vehicle_breakdown,False,2023-11-20 21:55:32.495000+00:00,,closed,yes,Vehicle  off road due to battery problem,others,FKN00GL3017,Hennur Main Road,High,1,Hennuru,North Zone 1,Nagavara-ORR Junction,0.0,Monday,21.0,55.0,11.0,November,2023-11-20,47,2023,47_2023,3,night,midnight,1,1.0,6,11,4,5,3,3,1.5,5.0,0.2174
FKID006101,unplanned,13.1049914,77.6006433,"Bellary Road, Kogilu Cross Junction, Palanahalli, Bengaluru, Karnataka. Pin-560064 (India)",vehicle_breakdown,False,2023-11-20 22:14:38.337000+00:00,,closed,yes,Kogilu bus stop to wards venktala bmtc bus fan belt cut hagide sir traffic normal mument sir,bmtc_bus,FKN00GL3018,Bellary Road 2,High,1,Yelahanka,North Zone 2,KogilluCrossJunc,0.0,Monday,22.0,14.0,11.0,November,2023-11-20,47,2023,47_2023,3,night,midnight,1,1.0,3,11,5,1,3,3,1.5,10.0,0.4348
FKID006102,unplanned,12.9620386,77.6418128,"Domlur Inner Ring Road, Carlton Towers, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",vehicle_breakdown,False,2023-11-20 22:34:44.699000+00:00,,closed,yes,ಈ ಬಸ್ಸು ಇಂದಿರಾನಗರ 17ನೇ ಮುಖ್ಯರಸ್ತೆಯಿಂದ ಕೋರಮಂಗಲ ಕಡೆ ಹೋಗುವ ದೊಮ್ಮಲೂರು ಫ್ಲೈ ಓವರ್ ಮಧ್ಯ ಕೆಟ್ಟು ನಿಂತಿದೆ,bmtc_bus,FKN00GL3019,Old Airport Road,High,1,Jeevanbheemanagar,Central Zone 1,DomlurWaterTank,0.0,Monday,22.0,34.0,11.0,November,2023-11-20,47,2023,47_2023,4,night,midnight,1,1.0,17,11,0,1,3,3,1.5,4.0,0.1739
FKID006103,unplanned,13.0187359,77.5581175,"CV Raman Road, Samvidhana Circle, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",vehicle_breakdown,False,2023-11-20 22:44:45.710000+00:00,,closed,yes,Vechile break down,bmtc_bus,FKN00GL3020,Tumkur Road,High,1,Yeshwanthpura,West Zone 2,YeshwanthpuraCircle,0.0,Monday,22.0,44.0,11.0,November,2023-11-20,47,2023,47_2023,4,night,midnight,1,1.0,19,11,10,1,3,3,1.5,13.0,0.5652
FKID006104,unplanned,12.9661357,77.5867781,"NH 275, Rangegowdanadoddi, Bengaluru, Karnataka. Pin-560002 (India)",vehicle_breakdown,False,2023-11-20 22:52:37.745000+00:00,,closed,yes,Starting Problem sir,bmtc_bus,FKN00GL3021,Mysore Road,High,1,Halasuru Gate,Central Zone 2,N R SquareJunc,0.0,Monday,22.0,52.0,11.0,November,2023-11-20,47,2023,47_2023,4,night,midnight,1,1.0,10,11,1,1,3,3,1.5,16.0,0.6957
FKID006105,planned,13.0232061,77.5333363,"Dr Rajkumar Puniya Bhoomi Road, FTI Junction, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",public_event,False,2023-11-21 00:02:11.923000+00:00,2023-11-20 13:02:46+00:00,closed,yes,,unknown,,Non-corridor,Low,1,Yeshwanthpura,West Zone 1,FTI Junction(KanteeravaStudio),1.0,Tuesday,0.0,2.0,11.0,November,2023-11-21,47,2023,47_2023,5,midnight,early_morning,0,1.0,11,8,9,10,1,1,1.0,20.0,0.8696
FKID006106,unplanned,12.9869385,77.6482307,"Old Madras Road, Byappanahalli Junction, Baiyappanahalli, Bengaluru, Karnataka. Pin-560038 (India)",vehicle_breakdown,False,2023-11-21 00:20:41.755000+00:00,,closed,yes,Traffic movement slow,others,FKN00GL3022,Old Madras Road,High,1,Banaswadi,Central Zone 1,OldMadrasRd-NGEF Junc,1.0,Tuesday,0.0,20.0,11.0,November,2023-11-21,47,2023,47_2023,5,midnight,early_morning,1,1.0,18,11,0,5,1,1,1.5,5.0,0.2174
FKID006107,unplanned,13.0287662,77.5398698,"Mumbai Bengaluru Highway, RNS Shriniketan, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",vehicle_breakdown,False,2023-11-21 00:24:09.322000+00:00,,closed,yes,Tyre burst near goraguntepalya signal towards CMTI traffic no problem sir,lcv,FKN00GL3023,Tumkur Road,High,1,Yeshwanthpura,West Zone 1,GoruguntepalyaJunc,1.0,Tuesday,0.0,24.0,11.0,November,2023-11-21,47,2023,47_2023,5,midnight,early_morning,1,1.0,19,11,9,4,1,1,1.5,14.0,0.6087
