shadow_event_id,corridor,day_of_week,day_name,time_bucket,incident_count,weighted_count,severity_sum,top_cause,lat_centroid,lon_centroid,weeks_present,accident_count,recurrence_score,frequency_score,severity_score,risk_score,probability_score,seri,seri_band,risk_level,corridor_relative_score
SE0402,ORR North 1,6.0,Sunday,afternoon,3,6.0,5.0,vehicle_breakdown,13.034033866666666,77.62823606666667,3,1,0.1304,0.0146,0.0148,0.0223,0.0223,6.1,Low,Low,0.16
SE0403,Hennur Main Road,3.0,Thursday,midnight,3,6.0,4.8,others,13.0700622,77.63953323333334,3,1,0.1304,0.0146,0.0142,0.0223,0.0223,6.08,Low,Low,0.2857
SE0404,ORR East 1,0.0,Monday,early_morning,3,6.0,4.8,others,12.917071033333334,77.63235999999999,3,1,0.1304,0.0146,0.0142,0.0223,0.0223,6.08,Low,Low,0.16
SE0405,Hennur Main Road,0.0,Monday,early_morning,3,4.5,4.0,vehicle_breakdown,13.052288466666667,77.63055179999999,3,0,0.1304,0.0146,0.0119,0.0167,0.0167,6.04,Low,Low,0.2143
SE0406,ORR East 2,1.0,Tuesday,morning,3,4.5,4.0,vehicle_breakdown,12.9696977,77.70051056666667,3,0,0.1304,0.0146,0.0119,0.0167,0.0167,6.04,Low,Low,0.1034
SE0407,Hennur Main Road,5.0,Saturday,morning,3,4.5,3.8,others,13.046224066666667,77.62592643333333,3,0,0.1304,0.0146,0.0113,0.0167,0.0167,6.03,Low,Low,0.2143
SE0408,West of Chord Road,0.0,Monday,afternoon,3,4.5,3.7,tree_fall,12.9937059,77.55007843333333,3,0,0.1304,0.0146,0.011,0.0167,0.0167,6.02,Low,Low,0.25
SE0409,Bannerghata Road,4.0,Friday,early_morning,3,4.5,3.6,vehicle_breakdown,12.8931033,77.59669000000001,3,0,0.1304,0.0146,0.0107,0.0167,0.0167,6.01,Low,Low,0.0612
SE0410,Airport New South Road,3.0,Thursday,midnight,3,4.5,3.5,pot_holes,13.023602066666667,77.63182139999999,3,0,0.1304,0.0146,0.0104,0.0167,0.0167,6.01,Low,Low,0.4286
SE0411,IRR(Thanisandra road),3.0,Thursday,afternoon,3,4.5,3.5,vehicle_breakdown,12.9345248,77.62662793333334,3,0,0.1304,0.0146,0.0104,0.0167,0.0167,6.01,Low,Low,0.2727
SE0412,ORR East 2,5.0,Saturday,early_morning,3,4.5,3.5,vehicle_breakdown,12.969213283333332,77.70051484333334,3,0,0.1304,0.0146,0.0104,0.0167,0.0167,6.01,Low,Low,0.1034
SE0413,ORR East 1,6.0,Sunday,afternoon,3,4.5,3.5,vehicle_breakdown,12.928916066666666,77.66158076666666,3,0,0.1304,0.0146,0.0104,0.0167,0.0167,6.01,Low,Low,0.12
SE0414,Airport New South Road,2.0,Wednesday,morning,3,4.5,3.6,vehicle_breakdown,13.036397766666667,77.63801716666667,3,0,0.1304,0.0146,0.0107,0.0167,0.0167,6.01,Low,Low,0.4286
SE0415,Hosur Road,5.0,Saturday,afternoon,3,4.5,3.2,tree_fall,12.929997966666667,77.61938880000001,3,0,0.1304,0.0146,0.0095,0.0167,0.0167,5.99,Low,Low,0.0682
SE0416,Hosur Road,6.0,Sunday,afternoon,3,4.5,3.0,vehicle_breakdown,12.911354866666665,77.6267372,3,0,0.1304,0.0146,0.0089,0.0167,0.0167,5.98,Low,Low,0.0682
SE0417,CBD 2,6.0,Sunday,midnight,3,4.5,3.0,vehicle_breakdown,12.983626600000001,77.59501203333333,3,0,0.1304,0.0146,0.0089,0.0167,0.0167,5.98,Low,Low,0.3333
SE0418,Old Madras Road,1.0,Tuesday,afternoon,3,4.5,3.0,vehicle_breakdown,12.9802265,77.61917343333333,3,0,0.1304,0.0146,0.0089,0.0167,0.0167,5.98,Low,Low,0.1304
SE0419,Varthur Road,6.0,Sunday,morning,3,4.5,3.0,vehicle_breakdown,12.955886226666665,77.72124769333334,3,0,0.1304,0.0146,0.0089,0.0167,0.0167,5.98,Low,Low,0.3
SE0420,Old Madras Road,5.0,Saturday,early_morning,3,4.5,3.0,vehicle_breakdown,12.981372,77.63653173333334,3,0,0.1304,0.0146,0.0089,0.0167,0.0167,5.98,Low,Low,0.1304
SE0421,Old Madras Road,6.0,Sunday,afternoon,3,4.5,3.0,vehicle_breakdown,12.979413066666666,77.61467986666666,3,0,0.1304,0.0146,0.0089,0.0167,0.0167,5.98,Low,Low,0.1304
SE0422,Non-corridor,0.0,Monday,night,3,3.0,3.0,vehicle_breakdown,12.991896666666667,77.6693363,3,0,0.1304,0.0146,0.0089,0.0112,0.0112,5.98,Low,Low,0.0112
SE0423,Old Airport Road,1.0,Tuesday,morning,3,4.5,3.0,vehicle_breakdown,12.958962533333334,77.64963073333332,3,0,0.1304,0.0146,0.0089,0.0167,0.0167,5.98,Low,Low,0.5
SE0424,Bellary Road 2,0.0,Monday,evening,3,4.5,3.0,vehicle_breakdown,13.0924888,77.5967459,3,0,0.1304,0.0146,0.0089,0.0167,0.0167,5.98,Low,Low,0.1034
SE0425,ORR North 2,4.0,Friday,early_morning,3,4.5,3.0,vehicle_breakdown,13.042625966666668,77.54999993333332,3,0,0.1304,0.0146,0.0089,0.0167,0.0167,5.98,Low,Low,0.15
SE0426,Magadi Road,1.0,Tuesday,afternoon,3,4.5,3.0,vehicle_breakdown,12.982609349999999,77.53308140333333,3,0,0.1304,0.0146,0.0089,0.0167,0.0167,5.98,Low,Low,0.1579
SE0427,ORR East 2,3.0,Thursday,early_morning,3,4.5,3.0,vehicle_breakdown,12.974796633333334,77.69308623333332,3,0,0.1304,0.0146,0.0089,0.0167,0.0167,5.98,Low,Low,0.1034
SE0428,ORR North 2,0.0,Monday,afternoon,3,4.5,3.0,vehicle_breakdown,13.0391402,77.54590046666668,3,0,0.1304,0.0146,0.0089,0.0167,0.0167,5.98,Low,Low,0.15
SE0429,Airport New South Road,1.0,Tuesday,early_morning,3,4.5,3.0,vehicle_breakdown,13.0235753,77.63016806666667,3,0,0.1304,0.0146,0.0089,0.0167,0.0167,5.98,Low,Low,0.4286
SE0430,ORR North 2,0.0,Monday,early_morning,3,4.5,3.0,vehicle_breakdown,13.039498966666665,77.54727043333332,3,0,0.1304,0.0146,0.0089,0.0167,0.0167,5.98,Low,Low,0.15
SE0431,Old Airport Road,6.0,Sunday,morning,3,4.5,3.0,vehicle_breakdown,12.959240633333332,77.65447223333334,3,0,0.1304,0.0146,0.0089,0.0167,0.0167,5.98,Low,Low,0.5
SE0432,Old Airport Road,1.0,Tuesday,midnight,3,4.5,2.8,vehicle_breakdown,12.958784366666668,77.65744176666666,3,0,0.1304,0.0146,0.0083,0.0167,0.0167,5.97,Low,Low,0.5
SE0433,Hennur Main Road,2.0,Wednesday,early_morning,3,4.5,2.9,vehicle_breakdown,13.046216933333334,77.6268879,3,0,0.1304,0.0146,0.0086,0.0167,0.0167,5.97,Low,Low,0.2143
SE0434,Old Madras Road,0.0,Monday,morning,3,4.5,2.8,vehicle_breakdown,12.978925433333332,77.62528433333334,3,0,0.1304,0.0146,0.0083,0.0167,0.0167,5.97,Low,Low,0.1304
SE0435,CBD 2,3.0,Thursday,early_morning,3,4.5,2.8,vehicle_breakdown,12.981126766666668,77.5954521,3,0,0.1304,0.0146,0.0083,0.0167,0.0167,5.97,Low,Low,0.3333
SE0436,Varthur Road,4.0,Friday,morning,3,4.5,2.8,vehicle_breakdown,12.956719433333333,77.72034523333333,3,0,0.1304,0.0146,0.0083,0.0167,0.0167,5.97,Low,Low,0.3
SE0437,Hosur Road,4.0,Friday,early_morning,3,4.5,2.6,others,12.903730266666665,77.63091576666666,3,0,0.1304,0.0146,0.0077,0.0167,0.0167,5.95,Low,Low,0.0682
SE0438,Hennur Main Road,5.0,Saturday,midnight,3,4.5,2.4000000000000004,others,13.0560736,77.62848363333333,3,0,0.1304,0.0146,0.0071,0.0167,0.0167,5.94,Low,Low,0.2143
SE0439,ORR North 1,5.0,Saturday,evening,5,7.5,6.8,construction,13.0182495,77.65779968,2,0,0.087,0.0243,0.0202,0.0279,0.0279,4.86,Low,Low,0.2
SE0440,ORR East 2,3.0,Thursday,afternoon,4,6.0,5.5,water_logging,12.989359475,77.68674899999999,2,0,0.087,0.0194,0.0163,0.0223,0.0223,4.58,Low,Low,0.1379
SE0441,ORR East 2,3.0,Thursday,morning,4,6.0,5.5,water_logging,12.982675925,77.691052875,2,0,0.087,0.0194,0.0163,0.0223,0.0223,4.58,Low,Low,0.1379
SE0442,CBD 1,1.0,Tuesday,morning,4,6.0,5.0,pot_holes,12.982137675,77.607212875,2,0,0.087,0.0194,0.0148,0.0223,0.0223,4.55,Low,Low,1.0
SE0443,Bellary Road 1,3.0,Thursday,evening,4,6.0,4.6,vehicle_breakdown,13.041657375,77.590942025,2,0,0.087,0.0194,0.0136,0.0223,0.0223,4.53,Low,Low,0.1
SE0444,West of Chord Road,3.0,Thursday,morning,4,6.0,3.4000000000000004,others,12.976841799999999,77.547502125,2,0,0.087,0.0194,0.0101,0.0223,0.0223,4.46,Low,Low,0.3333
SE0445,Bellary Road 2,5.0,Saturday,evening,3,6.0,5.0,vehicle_breakdown,13.094773833333335,77.5987927,2,1,0.087,0.0146,0.0148,0.0223,0.0223,4.36,Low,Low,0.1379
SE0446,CBD 2,5.0,Saturday,early_morning,3,6.0,5.0,tree_fall,12.9810892,77.59746116666666,2,1,0.087,0.0146,0.0148,0.0223,0.0223,4.36,Low,Low,0.4444
SE0447,ORR East 1,6.0,Sunday,evening,3,4.5,4.5,construction,12.916930433333334,77.62364703333333,2,0,0.087,0.0146,0.0133,0.0167,0.0167,4.33,Low,Low,0.12
SE0448,Varthur Road,2.0,Wednesday,morning,3,4.5,4.0,water_logging,12.958160399999999,77.74187593333333,2,0,0.087,0.0146,0.0119,0.0167,0.0167,4.3,Low,Low,0.3
SE0449,Old Madras Road,5.0,Saturday,afternoon,3,4.5,3.8,water_logging,12.974221,77.6136264,2,0,0.087,0.0146,0.0113,0.0167,0.0167,4.29,Low,Low,0.1304
SE0450,IRR(Thanisandra road),4.0,Friday,morning,3,4.5,3.7,water_logging,12.950145366666666,77.6346628,2,0,0.087,0.0146,0.011,0.0167,0.0167,4.28,Low,Low,0.2727
SE0451,Old Airport Road,2.0,Wednesday,early_morning,3,4.5,3.5,pot_holes,12.958197720000001,77.65780855333333,2,0,0.087,0.0146,0.0104,0.0167,0.0167,4.27,Low,Low,0.5
SE0452,Tumkur Road,1.0,Tuesday,night,3,4.5,3.5,vehicle_breakdown,13.038986966666664,77.52058253333333,2,0,0.087,0.0146,0.0104,0.0167,0.0167,4.27,Low,Low,0.0857
SE0453,Bellary Road 1,5.0,Saturday,evening,3,4.5,3.5,vehicle_breakdown,13.017578966666667,77.58626531666667,2,0,0.087,0.0146,0.0104,0.0167,0.0167,4.27,Low,Low,0.075
SE0454,ORR West 1,6.0,Sunday,afternoon,3,4.5,3.2,vehicle_breakdown,12.915275466666666,77.56567523333332,2,0,0.087,0.0146,0.0095,0.0167,0.0167,4.25,Low,Low,0.2
SE0455,CBD 2,6.0,Sunday,afternoon,3,4.5,3.0,vehicle_breakdown,12.981689533333332,77.59661733333333,2,0,0.087,0.0146,0.0089,0.0167,0.0167,4.24,Low,Low,0.3333
SE0456,Non-corridor,6.0,Sunday,night,3,3.0,3.0,vehicle_breakdown,13.0033413,77.64451303333334,2,0,0.087,0.0146,0.0089,0.0112,0.0112,4.24,Low,Low,0.0112
SE0457,Bellary Road 2,1.0,Tuesday,afternoon,3,4.5,3.0,vehicle_breakdown,13.101448499999998,77.60317013333334,2,0,0.087,0.0146,0.0089,0.0167,0.0167,4.24,Low,Low,0.1034
SE0458,CBD 1,0.0,Monday,midnight,3,4.5,3.0,pot_holes,12.980835233333332,77.6029143,2,0,0.087,0.0146,0.0089,0.0167,0.0167,4.24,Low,Low,0.75
SE0459,Bannerghata Road,1.0,Tuesday,afternoon,3,4.5,3.0,vehicle_breakdown,12.897435100000001,77.59882286666665,2,0,0.087,0.0146,0.0089,0.0167,0.0167,4.24,Low,Low,0.0612
SE0460,ORR East 2,4.0,Friday,early_morning,3,4.5,3.0,vehicle_breakdown,12.992871966666668,77.68668686666666,2,0,0.087,0.0146,0.0089,0.0167,0.0167,4.24,Low,Low,0.1034
SE0461,Mysore Road,4.0,Friday,night,3,4.5,3.0,vehicle_breakdown,12.9566568,77.5582857,2,0,0.087,0.0146,0.0089,0.0167,0.0167,4.24,Low,Low,0.0657
SE0462,CBD 2,6.0,Sunday,early_morning,3,4.5,2.8,vehicle_breakdown,12.979725166666668,77.59562056666667,2,0,0.087,0.0146,0.0083,0.0167,0.0167,4.23,Low,Low,0.3333
SE0463,Hennur Main Road,0.0,Monday,morning,3,4.5,2.8,procession,13.070597966666668,77.6314109,2,0,0.087,0.0146,0.0083,0.0167,0.0167,4.23,Low,Low,0.2143
SE0464,Bellary Road 2,0.0,Monday,afternoon,2,6.0,6.0,accident,13.11369465,77.60531515,2,2,0.087,0.0097,0.0178,0.0223,0.0223,4.22,Low,Low,0.1379
SE0465,Bannerghata Road,2.0,Wednesday,early_morning,2,6.0,6.0,accident,12.858292129999999,77.589407335,2,2,0.087,0.0097,0.0178,0.0223,0.0223,4.22,Low,Low,0.0816
SE0466,ORR East 1,0.0,Monday,afternoon,2,4.5,4.0,vehicle_breakdown,12.9212743,77.66632175,2,1,0.087,0.0097,0.0119,0.0167,0.0167,4.11,Low,Low,0.12
SE0467,Bellary Road 2,1.0,Tuesday,night,2,4.5,4.0,vehicle_breakdown,13.088006,77.5954049,2,1,0.087,0.0097,0.0119,0.0167,0.0167,4.11,Low,Low,0.1034
SE0468,Airport New South Road,2.0,Wednesday,early_morning,2,4.5,4.0,accident,13.01624525,77.62426425000001,2,1,0.087,0.0097,0.0119,0.0167,0.0167,4.11,Low,Low,0.4286
SE0469,Hennur Main Road,6.0,Sunday,early_morning,2,3.0,3.0,congestion,13.0823284,77.6300174,2,0,0.087,0.0097,0.0089,0.0112,0.0112,4.05,Low,Low,0.1429
SE0470,IRR(Thanisandra road),6.0,Sunday,early_morning,2,3.0,3.0,construction,12.950031939999999,77.632089815,2,0,0.087,0.0097,0.0089,0.0112,0.0112,4.05,Low,Low,0.1818
SE0471,ORR West 1,5.0,Saturday,afternoon,2,3.0,2.7,tree_fall,12.9064571,77.57769200000001,2,0,0.087,0.0097,0.008,0.0112,0.0112,4.03,Low,Low,0.1333
SE0472,Mysore Road,5.0,Saturday,evening,2,3.0,2.7,tree_fall,12.96646825,77.59195725000001,2,0,0.087,0.0097,0.008,0.0112,0.0112,4.03,Low,Low,0.0438
SE0473,Tumkur Road,4.0,Friday,evening,2,3.0,2.5,vehicle_breakdown,13.0330315,77.52940095,2,0,0.087,0.0097,0.0074,0.0112,0.0112,4.02,Low,Low,0.0571
SE0474,Varthur Road,6.0,Sunday,afternoon,2,3.0,2.5,construction,12.956263325,77.712178325,2,0,0.087,0.0097,0.0074,0.0112,0.0112,4.02,Low,Low,0.2
SE0475,Varthur Road,5.0,Saturday,evening,2,3.0,2.5,vehicle_breakdown,12.95655855,77.70697305,2,0,0.087,0.0097,0.0074,0.0112,0.0112,4.02,Low,Low,0.2
SE0476,ORR East 1,1.0,Tuesday,afternoon,2,3.0,2.5,construction,12.9185494,77.62252369999999,2,0,0.087,0.0097,0.0074,0.0112,0.0112,4.02,Low,Low,0.08
SE0477,Airport New South Road,6.0,Sunday,midnight,2,3.0,2.5,vehicle_breakdown,13.02603755,77.63362175,2,0,0.087,0.0097,0.0074,0.0112,0.0112,4.02,Low,Low,0.2857
SE0478,Bannerghata Road,0.0,Monday,morning,2,3.0,2.5,water_logging,12.916027549999999,77.60030205,2,0,0.087,0.0097,0.0074,0.0112,0.0112,4.02,Low,Low,0.0408
SE0479,Varthur Road,1.0,Tuesday,midnight,2,3.0,2.5,vehicle_breakdown,12.95594135,77.70142785,2,0,0.087,0.0097,0.0074,0.0112,0.0112,4.02,Low,Low,0.2
SE0480,Varthur Road,0.0,Monday,afternoon,2,3.0,2.5,construction,12.9566804,77.7053649,2,0,0.087,0.0097,0.0074,0.0112,0.0112,4.02,Low,Low,0.2
SE0481,Airport New South Road,1.0,Tuesday,afternoon,2,3.0,2.5,construction,13.03440775,77.6363731,2,0,0.087,0.0097,0.0074,0.0112,0.0112,4.02,Low,Low,0.2857
SE0482,ORR East 1,4.0,Friday,afternoon,2,3.0,2.5,vehicle_breakdown,12.9172352,77.6231446,2,0,0.087,0.0097,0.0074,0.0112,0.0112,4.02,Low,Low,0.08
SE0483,Bannerghata Road,3.0,Thursday,afternoon,2,3.0,2.5,vehicle_breakdown,12.9091402,77.59932549999999,2,0,0.087,0.0097,0.0074,0.0112,0.0112,4.02,Low,Low,0.0408
SE0484,Bellary Road 1,5.0,Saturday,night,2,3.0,2.4,tree_fall,12.985785499999999,77.5885955,2,0,0.087,0.0097,0.0071,0.0112,0.0112,4.01,Low,Low,0.05
SE0485,Hennur Main Road,5.0,Saturday,early_morning,2,3.0,2.3,water_logging,13.0418118,77.62379469999999,2,0,0.087,0.0097,0.0068,0.0112,0.0112,4.0,Low,Low,0.1429
SE0486,West of Chord Road,3.0,Thursday,afternoon,2,3.0,2.2,vehicle_breakdown,12.9877511,77.55000509999999,2,0,0.087,0.0097,0.0065,0.0112,0.0112,4.0,Low,Low,0.1667
SE0487,West of Chord Road,4.0,Friday,afternoon,2,3.0,2.2,tree_fall,13.002978299999999,77.54980280000001,2,0,0.087,0.0097,0.0065,0.0112,0.0112,4.0,Low,Low,0.1667
SE0488,IRR(Thanisandra road),1.0,Tuesday,early_morning,2,3.0,2.2,vehicle_breakdown,12.95592375,77.63428594999999,2,0,0.087,0.0097,0.0065,0.0112,0.0112,4.0,Low,Low,0.1818
SE0489,Airport New South Road,3.0,Thursday,afternoon,2,3.0,2.0,vehicle_breakdown,13.0283252,77.6355921,2,0,0.087,0.0097,0.0059,0.0112,0.0112,3.99,Low,Low,0.2857
SE0490,ORR East 1,5.0,Saturday,midnight,2,3.0,2.0,vehicle_breakdown,12.9210222,77.6352289,2,0,0.087,0.0097,0.0059,0.0112,0.0112,3.99,Low,Low,0.08
SE0491,Old Airport Road,5.0,Saturday,afternoon,2,3.0,2.0,vehicle_breakdown,12.96105575,77.63787515,2,0,0.087,0.0097,0.0059,0.0112,0.0112,3.99,Low,Low,0.3333
SE0492,CBD 2,0.0,Monday,morning,2,3.0,2.0,vehicle_breakdown,12.98128435,77.5932038,2,0,0.087,0.0097,0.0059,0.0112,0.0112,3.99,Low,Low,0.2222
SE0493,Varthur Road,3.0,Thursday,early_morning,2,3.0,2.0,vehicle_breakdown,12.956156795,77.724126355,2,0,0.087,0.0097,0.0059,0.0112,0.0112,3.99,Low,Low,0.2
SE0494,CBD 1,6.0,Sunday,early_morning,2,3.0,2.0,vehicle_breakdown,12.97942785,77.60358785,2,0,0.087,0.0097,0.0059,0.0112,0.0112,3.99,Low,Low,0.5
SE0495,CBD 1,5.0,Saturday,morning,2,3.0,2.0,vehicle_breakdown,12.97975935,77.60911485,2,0,0.087,0.0097,0.0059,0.0112,0.0112,3.99,Low,Low,0.5
SE0496,CBD 1,3.0,Thursday,midnight,2,3.0,2.0,pot_holes,12.9807777,77.60285640000001,2,0,0.087,0.0097,0.0059,0.0112,0.0112,3.99,Low,Low,0.5
SE0497,Magadi Road,3.0,Thursday,afternoon,2,3.0,2.0,vehicle_breakdown,12.98341195,77.5301072,2,0,0.087,0.0097,0.0059,0.0112,0.0112,3.99,Low,Low,0.1053
SE0498,Hennur Main Road,4.0,Friday,early_morning,2,3.0,2.1,vehicle_breakdown,13.0384493,77.62556915,2,0,0.087,0.0097,0.0062,0.0112,0.0112,3.99,Low,Low,0.1429
SE0499,Hosur Road,0.0,Monday,afternoon,2,3.0,2.0,vehicle_breakdown,12.923729600000001,77.61848245,2,0,0.087,0.0097,0.0059,0.0112,0.0112,3.99,Low,Low,0.0455
SE0500,Bellary Road 1,4.0,Friday,night,2,3.0,2.0,vehicle_breakdown,13.01075425,77.58370135,2,0,0.087,0.0097,0.0059,0.0112,0.0112,3.99,Low,Low,0.05
SE0501,Hennur Main Road,6.0,Sunday,midnight,2,3.0,2.0,vehicle_breakdown,13.0637957,77.630439555,2,0,0.087,0.0097,0.0059,0.0112,0.0112,3.99,Low,Low,0.1429
SE0502,Bellary Road 1,6.0,Sunday,evening,2,3.0,2.0,vehicle_breakdown,13.0217871,77.5863107,2,0,0.087,0.0097,0.0059,0.0112,0.0112,3.99,Low,Low,0.05
SE0503,ORR West 1,4.0,Friday,early_morning,2,3.0,2.0,vehicle_breakdown,12.9213898,77.55393595,2,0,0.087,0.0097,0.0059,0.0112,0.0112,3.99,Low,Low,0.1333
SE0504,Hosur Road,2.0,Wednesday,early_morning,2,3.0,2.0,vehicle_breakdown,12.90961895,77.6272319,2,0,0.087,0.0097,0.0059,0.0112,0.0112,3.99,Low,Low,0.0455
SE0505,ORR North 1,0.0,Monday,morning,2,3.0,2.0,vehicle_breakdown,13.029582399999999,77.63583535000001,2,0,0.087,0.0097,0.0059,0.0112,0.0112,3.99,Low,Low,0.08
SE0506,ORR North 2,1.0,Tuesday,night,2,3.0,2.0,vehicle_breakdown,13.0415426,77.54708105,2,0,0.087,0.0097,0.0059,0.0112,0.0112,3.99,Low,Low,0.1
SE0507,ORR West 1,0.0,Monday,morning,2,3.0,2.0,vehicle_breakdown,12.94469725,77.52823495,2,0,0.087,0.0097,0.0059,0.0112,0.0112,3.99,Low,Low,0.1333
SE0508,ORR West 1,2.0,Wednesday,early_morning,2,3.0,2.0,vehicle_breakdown,12.91709975,77.55985465,2,0,0.087,0.0097,0.0059,0.0112,0.0112,3.99,Low,Low,0.1333
SE0509,ORR North 2,4.0,Friday,night,2,3.0,2.0,vehicle_breakdown,13.0428605,77.55076795,2,0,0.087,0.0097,0.0059,0.0112,0.0112,3.99,Low,Low,0.1
SE0510,Bannerghata Road,6.0,Sunday,morning,2,3.0,2.0,vehicle_breakdown,12.88314015,77.596524,2,0,0.087,0.0097,0.0059,0.0112,0.0112,3.99,Low,Low,0.0408
SE0511,Tumkur Road,0.0,Monday,night,2,3.0,2.0,vehicle_breakdown,13.0385869,77.5202665,2,0,0.087,0.0097,0.0059,0.0112,0.0112,3.99,Low,Low,0.0571
SE0512,West of Chord Road,1.0,Tuesday,afternoon,2,3.0,2.0,vehicle_breakdown,13.00389195,77.5536588,2,0,0.087,0.0097,0.0059,0.0112,0.0112,3.99,Low,Low,0.1667
SE0513,Airport New South Road,6.0,Sunday,afternoon,2,3.0,2.0,vehicle_breakdown,13.0148623,77.62699235,2,0,0.087,0.0097,0.0059,0.0112,0.0112,3.99,Low,Low,0.2857
SE0514,Bannerghata Road,3.0,Thursday,early_morning,2,3.0,1.8,vehicle_breakdown,12.89384505,77.59898425,2,0,0.087,0.0097,0.0053,0.0112,0.0112,3.97,Low,Low,0.0408
SE0515,Tumkur Road,2.0,Wednesday,night,2,3.0,1.8,others,13.04335005,77.51172245000001,2,0,0.087,0.0097,0.0053,0.0112,0.0112,3.97,Low,Low,0.0571
SE0516,CBD 2,2.0,Wednesday,early_morning,2,3.0,1.8,vehicle_breakdown,12.98377525,77.59487920000001,2,0,0.087,0.0097,0.0053,0.0112,0.0112,3.97,Low,Low,0.2222
SE0517,CBD 1,1.0,Tuesday,midnight,2,3.0,1.8,pot_holes,12.98075815,77.60284834999999,2,0,0.087,0.0097,0.0053,0.0112,0.0112,3.97,Low,Low,0.5
SE0518,Bellary Road 1,3.0,Thursday,night,2,3.0,1.8,others,13.01550285,77.58405074999999,2,0,0.087,0.0097,0.0053,0.0112,0.0112,3.97,Low,Low,0.05
SE0519,ORR East 2,4.0,Friday,morning,2,3.0,1.8,vehicle_breakdown,12.971157649999999,77.69923525,2,0,0.087,0.0097,0.0053,0.0112,0.0112,3.97,Low,Low,0.069
SE0520,ORR North 1,4.0,Friday,afternoon,2,3.0,1.8,vehicle_breakdown,13.022528600000001,77.63989635,2,0,0.087,0.0097,0.0053,0.0112,0.0112,3.97,Low,Low,0.08
SE0521,IRR(Thanisandra road),3.0,Thursday,early_morning,2,3.0,1.8,others,12.9288427,77.6215083,2,0,0.087,0.0097,0.0053,0.0112,0.0112,3.97,Low,Low,0.1818
SE0522,Old Airport Road,5.0,Saturday,early_morning,2,3.0,1.8,vehicle_breakdown,12.95775325,77.67424825,2,0,0.087,0.0097,0.0053,0.0112,0.0112,3.97,Low,Low,0.3333
SE0523,Non-corridor,1.0,Tuesday,evening,2,2.0,1.8,vehicle_breakdown,12.9566606,77.63430405,2,0,0.087,0.0097,0.0053,0.0074,0.0074,3.97,Low,Low,0.0074
SE0524,Tumkur Road,6.0,Sunday,evening,2,3.0,1.6,others,13.042439649999999,77.5137651,2,0,0.087,0.0097,0.0047,0.0112,0.0112,3.96,Low,Low,0.0571
SE0525,Bellary Road 1,0.0,Monday,night,2,3.0,1.6,others,13.011497550000001,77.58398310000001,2,0,0.087,0.0097,0.0047,0.0112,0.0112,3.96,Low,Low,0.05
SE0526,Old Airport Road,6.0,Sunday,evening,6,9.0,5.8,public_event,12.95622175,77.69401066666667,1,0,0.0435,0.0291,0.0172,0.0335,0.0335,3.25,Low,Low,1.0
SE0527,Hosur Road,3.0,Thursday,night,4,9.0,7.8,accident,12.922853775,77.6203082,1,2,0.0435,0.0194,0.0231,0.0335,0.0335,2.98,Low,Low,0.1364
SE0528,Airport New South Road,1.0,Tuesday,morning,3,4.5,4.2,water_logging,13.026521433333334,77.63379593333333,1,0,0.0435,0.0146,0.0125,0.0167,0.0167,2.57,Low,Low,0.4286
SE0529,Hosur Road,2.0,Wednesday,night,3,4.5,3.0,vehicle_breakdown,12.911403566666666,77.62649906666667,1,0,0.0435,0.0146,0.0089,0.0167,0.0167,2.5,Low,Low,0.0682
SE0530,Bellary Road 2,3.0,Thursday,night,2,6.0,6.0,accident,13.085303450000001,77.59436475000001,1,2,0.0435,0.0097,0.0178,0.0223,0.0223,2.48,Low,Low,0.1379
SE0531,Old Airport Road,4.0,Friday,evening,2,4.5,4.0,vehicle_breakdown,12.960397185,77.643804535,1,1,0.0435,0.0097,0.0119,0.0167,0.0167,2.37,Low,Low,0.5
SE0532,ORR East 2,4.0,Friday,night,2,3.0,3.0,water_logging,12.998211,77.6818653,1,0,0.0435,0.0097,0.0089,0.0112,0.0112,2.31,Low,Low,0.069
SE0533,ORR North 1,2.0,Wednesday,evening,2,3.0,3.0,construction,12.995329900000002,77.66683900000001,1,0,0.0435,0.0097,0.0089,0.0112,0.0112,2.31,Low,Low,0.08
SE0534,ORR East 2,3.0,Thursday,night,2,3.0,3.0,water_logging,13.000184,77.68206055,1,0,0.0435,0.0097,0.0089,0.0112,0.0112,2.31,Low,Low,0.069
SE0535,Bannerghata Road,5.0,Saturday,afternoon,2,3.0,3.0,water_logging,12.92911395,77.6002571,1,0,0.0435,0.0097,0.0089,0.0112,0.0112,2.31,Low,Low,0.0408
SE0536,Varthur Road,4.0,Friday,early_morning,2,3.0,3.0,construction,12.95599115,77.7152215,1,0,0.0435,0.0097,0.0089,0.0112,0.0112,2.31,Low,Low,0.2
SE0537,ORR North 2,5.0,Saturday,evening,2,3.0,2.0,vehicle_breakdown,13.03887395,77.54430909999999,1,0,0.0435,0.0097,0.0059,0.0112,0.0112,2.25,Low,Low,0.1
SE0538,Bellary Road 2,5.0,Saturday,night,2,3.0,2.0,vehicle_breakdown,13.1151567,77.6067963,1,0,0.0435,0.0097,0.0059,0.0112,0.0112,2.25,Low,Low,0.069
SE0539,Old Madras Road,5.0,Saturday,evening,2,3.0,2.0,vehicle_breakdown,12.98636915,77.6479966,1,0,0.0435,0.0097,0.0059,0.0112,0.0112,2.25,Low,Low,0.087
